iter	RMSE
214	0.3833581035
215	0.3832835462
216	0.3831628524
217	0.3830020283
218	0.3829181432
219	0.3828612116
220	0.3827836921
221	0.3826397971
222	0.3825589881
223	0.3824795888
224	0.3823338349
225	0.3822202691
226	0.382015526
227	0.3819293674
228	0.3818666249
229	0.3817709731
230	0.3816734304
231	0.3815373639
232	0.3814828742
233	0.3813563612
234	0.3812664844
235	0.3812100597
236	0.381113287
237	0.3809603849
238	0.3809007003
239	0.3807808334
240	0.3806717416
241	0.3806189295
242	0.3805052666
243	0.3804057149
244	0.3803455973
245	0.3802952242
246	0.3801909265
247	0.3801031167
248	0.3800411472
249	0.3800183482
250	0.3799414907
251	0.3799031761
252	0.3796649245
253	0.3795931302
254	0.3795225673
255	0.3793504483
256	0.3792812159
257	0.3792027664
258	0.3791353378
259	0.3790537885
260	0.3790068044
261	0.3788789298
262	0.3787875809
263	0.378569234
264	0.3784608896
265	0.3783620851
266	0.37835481
267	0.3782205998
268	0.3781161276
269	0.3780340362
270	0.3779636034
271	0.3778869294
272	0.3778483255
273	0.3777896612
274	0.3777177398
275	0.3776365033
276	0.3774942799
277	0.3773704417
278	0.3772573582
279	0.3771841892
280	0.3771396408
281	0.3770664971
282	0.3770007762
283	0.3769356017
284	0.3768499399
285	0.37676346
286	0.3766971579
287	0.376621383
288	0.3764781674
289	0.3762936583
290	0.3762227265
291	0.3761540249
292	0.3760745787
293	0.3760056733
294	0.3759570944
295	0.3758685663
296	0.3757726873
297	0.3756379117
298	0.3756038874
299	0.3755236752
300	0.3753291354
301	0.3752988996
302	0.3752193674
303	0.3751005945
304	0.3750358396
305	0.3749537995
306	0.3748756971
307	0.3748701699
308	0.3748137671
309	0.3747011175
310	0.3746416808
311	0.374517706
312	0.3744880442
313	0.3744574878
314	0.374366434
315	0.3742697607
316	0.3742140922
317	0.374114885
318	0.3740595509
319	0.3739226194
320	0.3738546579
321	0.3736432853
322	0.3735693446
323	0.3734583036
324	0.3733988876
325	0.3733255629
326	0.3731786263
327	0.373113633
328	0.373049009
329	0.3729713763
330	0.3729271604
331	0.3728580392
332	0.3726680663
333	0.3726414846
334	0.3724676718
335	0.3723820971
336	0.3723194622
337	0.3722532421
338	0.3721624794
339	0.3720264178
340	0.3719467502
341	0.3718608062
342	0.3717948782
343	0.3717387069
344	0.3716581
345	0.3715747246
346	0.371460434
347	0.3713764171
348	0.371304065
349	0.3712393737
350	0.371193965
351	0.3711481817
352	0.371072648
353	0.3709622017
354	0.3709195422
355	0.3708387952
356	0.3708351256
357	0.3707853006
358	0.3707230013
359	0.3706625983
360	0.3706252065
361	0.3704230396
362	0.3703249564
363	0.3703220986
364	0.3702447768
365	0.3701918435
366	0.3701249114
367	0.3700650608
368	0.3699873162
369	0.3698960224
370	0.3698444655
371	0.3697633622
372	0.3696843061
373	0.3696293236
374	0.36960103
375	0.3695332205
376	0.3694552364
377	0.3694321381
378	0.3692768627
379	0.3691719362
380	0.369096593
381	0.3690499258
382	0.368953905
383	0.368893609
384	0.3688446913
385	0.3687942043
386	0.3686238343
387	0.3685575692
388	0.3684792339
389	0.3684059237
390	0.3683444789
391	0.3682856569
392	0.3682306127
393	0.3681714559
394	0.3681205088
395	0.3680322197
396	0.3679579909
397	0.367890491
398	0.3678603256
399	0.3677915778
400	0.3677171955
401	0.3676685003
402	0.3676001392
403	0.3675256763
404	0.3674477568
405	0.3674280341
406	0.367380739
407	0.367273488
408	0.3671798775
409	0.3671120887
410	0.3670384094
411	0.3669751042
412	0.3669274502
413	0.3668684479
414	0.3668160741
415	0.3666343544
416	0.3665237521
417	0.3664512589
418	0.3663710677
419	0.366288203
420	0.3661752181
421	0.3661200937
422	0.3660729321
423	0.3659877078
424	0.3659234251
425	0.3658598852
426	0.3658509348
427	0.3658167849
428	0.3657574646
429	0.3656949995
430	0.3655249176
431	0.3654789982
432	0.3654118284
433	0.3652655588
434	0.3652256585
435	0.3651659198
436	0.3650910862
437	0.3650024432
438	0.3648758029
439	0.3648429502
440	0.364792694
441	0.3647027687
442	0.3646386629
443	0.364576011
444	0.3644822278
445	0.3643981683
446	0.3643314313
447	0.3643290966
448	0.3642118503
449	0.3640811407
450	0.3640294311
451	0.3639736784
452	0.3639253034
453	0.3638637466
454	0.3638087662
455	0.3637248731
456	0.3636744398
457	0.3635911444
458	0.363543903
459	0.3634615214
460	0.3633697235
461	0.3633054538
462	0.3632106546
463	0.3631348807
464	0.3630791884
465	0.3630209446
466	0.3629465115
467	0.362879011
468	0.3628310318
469	0.3627535823
470	0.3627432987
471	0.3626970307
472	0.3626547167
473	0.3625811847
474	0.3625065525
475	0.362444411
476	0.3623687486
477	0.362312149
478	0.3622666972
479	0.3621863072
480	0.362125194
481	0.3620802735
482	0.3620205789
483	0.3619767924
484	0.3619025197
485	0.3618528804
486	0.3617936351
487	0.3617324948
488	0.3616618625
489	0.3616071527
490	0.3615376419
491	0.3614845233
492	0.3614019162
493	0.3613454892
494	0.3612780732
495	0.3612258786
496	0.3611652597
497	0.3610931352
498	0.3610329551
499	0.3609790505
500	0.3609214669
501	0.3608722481
502	0.3607794958
503	0.3606476053
504	0.3605560796
505	0.3605068827
506	0.3604244567
507	0.3603877163
508	0.3603397282
509	0.3602203902
510	0.3601729355
511	0.3600950396
512	0.3600395919
513	0.3598988481
514	0.3597702944
515	0.3595896801
516	0.3595327289
517	0.3594573125
518	0.3593950301
519	0.3593087242
520	0.3592731984
521	0.3592202951
522	0.3591468606
523	0.3590768628
524	0.3590286659
525	0.3589841303
526	0.3589118068
527	0.3588237648
528	0.3587726741
529	0.3587436139
530	0.3586740396
531	0.358628923
532	0.3585815264
533	0.3585294039
534	0.3584936945
535	0.3584505128
536	0.3584151231
537	0.3583523965
538	0.3582903866
539	0.3582421901
540	0.3581957838
541	0.3581567857
542	0.358103059
543	0.3580388125
544	0.3579762811
545	0.3579001662
546	0.3578500759
547	0.3577164631
548	0.3576730301
549	0.3576266252
550	0.3575435804
551	0.3574690377
552	0.3574210442
553	0.3573664744
554	0.3573238817
555	0.3572750988
556	0.3572312865
557	0.3571687747
558	0.3570769201
559	0.3570258799
560	0.3569672575
561	0.3569272256
562	0.3568530575
563	0.3567705085
564	0.3566979375
565	0.3566491762
566	0.3565945083
567	0.3565422814
568	0.3564995871
569	0.3564657255
570	0.3564186546
571	0.3563944295
572	0.3563326724
573	0.3562565059
574	0.3562077331
575	0.3561293834
576	0.3560768689
577	0.3560050841
578	0.3559141276
579	0.355865962
580	0.3558165648
581	0.3557692446
582	0.3556770928
583	0.3556495009
584	0.3556042664
585	0.3555555103
586	0.3554984874
587	0.3553891196
588	0.3553160768
589	0.3552526523
590	0.3552007632
591	0.3550966152
592	0.3550472311
593	0.3549859137
594	0.3549203483
595	0.3548779777
596	0.3548232327
597	0.3547884054
598	0.3547313616
599	0.3546703484
600	0.3546222367
601	0.3545292545
602	0.3544744515
603	0.3544289966
604	0.3543932359
605	0.354350259
606	0.3543093094
607	0.3542817939
608	0.3542204985
609	0.354178968
610	0.3541385966
611	0.3540905413
612	0.3540372763
613	0.353990991
614	0.3539471527
615	0.3538759818
616	0.3538204774
617	0.3537465797
618	0.3537020973
619	0.3536447938
620	0.353603744
621	0.3535594452
622	0.3534784149
623	0.3534064124
624	0.3533398299
625	0.3532744677
626	0.3532222669
627	0.353172601
628	0.3531315826
629	0.3530759553
630	0.3530329797
631	0.3529869554
632	0.3529399061
633	0.3528962873
634	0.3528669693
635	0.3528220331
636	0.3527411343
637	0.3526742445
638	0.3526089621
639	0.3524920359
640	0.352428727
641	0.3523821589
642	0.3523369701
643	0.3522876804
644	0.3522458045
645	0.3522092785
646	0.3521582364
647	0.3521044883
648	0.3520332801
649	0.3519962608
650	0.3519614948
651	0.3519367106
652	0.3518636735
653	0.3517997567
654	0.3517500913
655	0.3516870864
656	0.3516508056
657	0.3516119212
658	0.3515768142
659	0.3515269926
660	0.3514600132
661	0.3514206547
662	0.3513310301
663	0.3512585164
664	0.3512222767
665	0.3511805242
666	0.3511278929
667	0.3510805818
668	0.351042798
669	0.3509868849
670	0.3508871543
671	0.3508134549
672	0.3507437413
673	0.3506987758
674	0.3506542175
675	0.3505934841
676	0.3505265375
677	0.3504776568
678	0.3504080489
679	0.3503828981
680	0.3502769828
681	0.3502065776
682	0.3501525483
683	0.3501124268
684	0.3499934863
685	0.3499446368
686	0.3498997732
687	0.3498521046
688	0.3497420762
689	0.3496912401
690	0.3496482511
691	0.3495912368
692	0.3495326366
693	0.3494910777
694	0.3494354561
695	0.3494101694
696	0.3493521148
697	0.3493242075
698	0.3492774142
699	0.3492232786
700	0.3491286543
701	0.3490486319
702	0.3490052246
703	0.3488660116
704	0.3488374405
705	0.3488099926
706	0.3487692538
707	0.3487017968
708	0.3486816996
709	0.3486283942
710	0.3485817829
711	0.3485450407
712	0.3485053046
713	0.3484594294
714	0.348421479
715	0.348391696
716	0.3483262906
717	0.3482816364
718	0.3482354603
719	0.3481584087
720	0.3481113726
721	0.3480199786
722	0.3479666977
723	0.3479362327
724	0.3478921343
725	0.3478304402
726	0.3477794824
727	0.3477468931
728	0.3477026045
729	0.3476590564
730	0.3475709734
731	0.3475404314
732	0.3474673981
733	0.3474297522
734	0.3473834236
735	0.3473131663
736	0.3472764152
737	0.3472134799
738	0.3471707714
739	0.3470918671
740	0.3469997337
741	0.3469447326
742	0.3469272132
743	0.3468810949
744	0.3468301202
745	0.3467904528
746	0.3467650273
747	0.3467250626
748	0.3466635747
749	0.3466108047
750	0.3465806655
751	0.3465141786
752	0.3464458404
753	0.3464031661
754	0.3463141357
755	0.3462844667
756	0.3462420474
757	0.3461913337
758	0.3461463682
759	0.3461303013
760	0.3461046436
761	0.3460548345
762	0.3460263834
763	0.3459763276
764	0.3459199894
765	0.3458551982
766	0.3457835224
767	0.3457471146
768	0.345690137
769	0.3456247655
770	0.3456051922
771	0.3455548804
772	0.345492035
773	0.3454487084
774	0.3454075264
775	0.3453618823
776	0.3453378241
777	0.3452618076
778	0.345239511
779	0.3451918551
780	0.3451397471
781	0.3451052569
782	0.3450504346
783	0.3450032609
784	0.3448916578
785	0.344853257
786	0.3448084748
787	0.3447229433
788	0.3446465639
789	0.3445927422
790	0.3445759112
791	0.344514514
792	0.344433757
793	0.3443838488
794	0.34430321
795	0.3442423605
796	0.3442037342
797	0.344166313
798	0.3441281748
799	0.3440946667
800	0.3440658071
801	0.3439309956
802	0.3439073666
803	0.343868066
804	0.3438109655
805	0.3437634931
806	0.3437443485
807	0.3436975455
808	0.3436653825
809	0.343600451
810	0.3435840073
811	0.3435405661
812	0.3435182646
813	0.3434672152
814	0.3433707172
815	0.3433298471
816	0.3433025837
817	0.3432443087
818	0.3431934505
819	0.3431317253
820	0.3430844507
821	0.3430098119
822	0.3429503428
823	0.3429056792
824	0.3428338532
825	0.3428032976
826	0.3427383259
827	0.3427038044
828	0.3426791906
829	0.3426106041
830	0.3425800097
831	0.342533055
832	0.3424770001
833	0.3424476648
834	0.3423936341
835	0.3423691708
836	0.3423258292
837	0.3422647722
838	0.3422047131
839	0.3421614546
840	0.3421444212
841	0.3421122444
842	0.3420784915
843	0.3420520069
844	0.3420201694
845	0.3419687912
846	0.3419260629
847	0.3418819096
848	0.3418470402
849	0.3418166752
850	0.3417724189
851	0.3417310683
852	0.3417121035
853	0.3416607833
854	0.3415820939
855	0.3415465688
856	0.3415025628
857	0.3414592911
858	0.3414323079
859	0.3414111555
860	0.3413782949
861	0.3413581045
862	0.3413260383
863	0.3412981111
864	0.341277654
865	0.3412481293
866	0.341194005
867	0.3411709027
868	0.3411339
869	0.3410684281
870	0.3410299431
871	0.3409711313
872	0.3409315068
873	0.3408927505
874	0.340874538
875	0.340821187
876	0.3407793934
877	0.3407370407
878	0.3407062755
879	0.3406422089
880	0.340592719
881	0.3405701242
882	0.3405478481
883	0.3405189417
884	0.3404951049
885	0.3404662769
886	0.3404264187
887	0.340390942
888	0.3402936034
889	0.3402593254
890	0.3401957402
891	0.3401619862
892	0.3401340682
893	0.3400836251
894	0.3400367215
895	0.3399884851
896	0.3399586348
897	0.3399407163
898	0.3399148753
899	0.3398589565
900	0.3398295175
901	0.3398021676
902	0.3397759999
903	0.3397461127
904	0.3396626204
905	0.3396313559
906	0.3394912738
907	0.3394443095
908	0.3393948961
909	0.3393536105
910	0.3393236083
911	0.3392850445
912	0.3392555182
913	0.3392370277
914	0.3391991702
915	0.3391646673
916	0.3391210326
917	0.3390796914
918	0.3390485811
919	0.3390072582
920	0.3389692778
921	0.3389243029
922	0.3387922727
923	0.3387729483
924	0.3387250573
925	0.3386712472
926	0.3386095775
927	0.3385862352
928	0.3385562483
929	0.3385204637
930	0.3384792668
931	0.3384474503
932	0.3383959018
933	0.3383572351
934	0.3383305237
935	0.3382464989
936	0.338209008
937	0.3381787293
938	0.3381469858
939	0.338112165
940	0.337991502
941	0.3379678311
942	0.3379239946
943	0.3378739487
944	0.3378441021
945	0.3377630096
946	0.3377416365
947	0.3377192552
948	0.3376827407
949	0.3376603627
950	0.3376081169
951	0.3375604513
952	0.33750989
953	0.3374899667
954	0.3374572294
955	0.3374276739
956	0.3373942551
957	0.3373370723
958	0.3372979471
959	0.3372310595
960	0.3372161557
961	0.3371552733
962	0.3371404485
963	0.3370875846
964	0.3370403007
965	0.3370009582
966	0.3369158622
967	0.3368639354
968	0.3368273404
969	0.3367823107
970	0.336728359
971	0.3367126458
972	0.3366404858
973	0.3366096537
974	0.3365505136
975	0.3365249173
976	0.3364773575
977	0.3363991746
978	0.3363164235
979	0.3362438361
980	0.3361758665
981	0.3361324342
982	0.3360963148
983	0.3360491612
984	0.3359663876
985	0.3359485631
986	0.3358942434
987	0.3358619437
988	0.3358371761
989	0.3357738258
990	0.3357473607
991	0.3356382356
992	0.3356028735
993	0.3355432623
994	0.3355118761
995	0.3354951599
996	0.3354024863
997	0.3353615865
998	0.3353473521
999	0.3353234613
1000	0.3352840451
1001	0.335243392
1002	0.3352167872
1003	0.3351988236
1004	0.335166067
1005	0.3351502842
1006	0.3350967002
1007	0.3350554386
1008	0.3350299967
1009	0.3350111581
1010	0.3349545575
1011	0.3349276958
1012	0.3349018538
1013	0.3348423547
1014	0.3347917439
1015	0.334768599
1016	0.334722182
1017	0.3346597197
1018	0.3346437999
1019	0.3345877
1020	0.33454407
1021	0.3344922201
1022	0.3344736279
1023	0.334414522
1024	0.3343864451
1025	0.3343531102
1026	0.3343031252
1027	0.3342852086
1028	0.3342575772
1029	0.3341644978
1030	0.3341435098
1031	0.3341021696
1032	0.3340681273
1033	0.3340437953
1034	0.334002733
1035	0.3339363762
1036	0.3339106796
1037	0.3338857028
1038	0.3338553624
1039	0.3338154477
1040	0.3337827337
1041	0.3337402711
1042	0.3336828826
1043	0.3336159275
1044	0.3335758451
1045	0.3335342496
1046	0.3335024883
1047	0.3334664021
1048	0.3334379621
1049	0.3333951988
1050	0.3333234879
1051	0.3332929797
1052	0.33322899
1053	0.3331913196
1054	0.3331013621
1055	0.3330367226
1056	0.3329946508
1057	0.3329446236
1058	0.3329168018
1059	0.3328897262
1060	0.3328401375
1061	0.3327902797
1062	0.332744139
1063	0.3326678146
1064	0.3326509936
1065	0.3326265182
1066	0.3325930899
1067	0.3325595403
1068	0.3325375462
1069	0.3325292916
1070	0.3325014226
1071	0.3324523961
1072	0.3323906158
1073	0.3323681511
1074	0.3323209583
1075	0.3322920874
1076	0.3322597961
1077	0.3322173466
1078	0.3321921358
1079	0.3321753213
1080	0.3321607376
1081	0.3321373259
1082	0.3320943649
1083	0.3320450264
1084	0.3320158571
1085	0.3319756851
1086	0.3319369833
1087	0.331904917
1088	0.3318474762
1089	0.3318103639
1090	0.3317706777
1091	0.3317437384
1092	0.3316861692
1093	0.3316650977
1094	0.3316324135
1095	0.3315883035
1096	0.3315574378
1097	0.3315196574
1098	0.3314973002
1099	0.3314463168
1100	0.3314207821
1101	0.3314006197
1102	0.3313508545
1103	0.3313059698
1104	0.3312577099
1105	0.3312195147
1106	0.3311662288
1107	0.3311485709
1108	0.3311141711
1109	0.3310571388
1110	0.3310122826
1111	0.3309613043
1112	0.3309225566
1113	0.3308743006
1114	0.3308420564
1115	0.3307918544
1116	0.3307671291
1117	0.3307332813
1118	0.3307029733
1119	0.3306845582
1120	0.3306464368
1121	0.3306163659
1122	0.3305753565
1123	0.330538955
1124	0.3305238774
1125	0.3304850501
1126	0.3304430759
1127	0.3303892986
1128	0.3303367793
1129	0.3302902532
1130	0.3302724494
1131	0.3302472545
1132	0.3302008389
1133	0.3301812638
1134	0.3301452154
1135	0.330090406
1136	0.330066842
1137	0.3300371404
1138	0.3300224817
1139	0.3299896459
1140	0.3299426866
1141	0.3299242592
1142	0.3298981678
1143	0.3298876159
1144	0.3298683235
1145	0.3298265268
1146	0.3297900947
1147	0.3297726726
1148	0.3297313751
1149	0.3296837116
1150	0.3296450968
1151	0.3296144782
1152	0.3295896561
1153	0.3295744889
1154	0.3295521576
1155	0.3294991456
1156	0.3294804143
1157	0.3294708836
1158	0.3294457047
1159	0.329392787
1160	0.3293518308
1161	0.329326922
1162	0.3292840916
1163	0.3292564891
1164	0.3292258196
1165	0.3291878749
1166	0.3291525874
1167	0.3291126729
1168	0.3290893075
1169	0.329058994
1170	0.3290321476
1171	0.3290073615
1172	0.328976554
1173	0.3289524683
1174	0.3289059887
1175	0.3289033603
1176	0.3288809932
1177	0.3288580373
1178	0.3288016473
1179	0.3287777013
1180	0.328726576
1181	0.3287028113
1182	0.3286789797
1183	0.3286249156
1184	0.328585039
1185	0.3285598768
1186	0.3285118347
1187	0.3284662075
1188	0.3284422395
1189	0.3284067011
1190	0.3283793463
1191	0.3283622782
1192	0.3282996927
1193	0.3282605473
1194	0.3282281737
1195	0.3281634307
1196	0.3281303731
1197	0.3281039418
1198	0.3280834084
1199	0.3280403624
1200	0.3280160438
1201	0.3279724298
1202	0.3279365451
1203	0.3278914525
1204	0.3278653302
1205	0.3278278656
1206	0.3277930071
1207	0.3277638148
1208	0.3277245512
1209	0.3277032219
1210	0.3276694129
1211	0.3276201435
1212	0.3275920888
1213	0.327563463
1214	0.3275238538
1215	0.3274904182
1216	0.3274618449
1217	0.3274353588
1218	0.3273905053
1219	0.3273537668
1220	0.3273294612
1221	0.3273018944
1222	0.3272762838
1223	0.3272582492
1224	0.3272392014
1225	0.3271984577
1226	0.3271572998
1227	0.3271241492
1228	0.3270862161
1229	0.3270606022
1230	0.3270408086
1231	0.3270005025
1232	0.3269897847
1233	0.3269537937
1234	0.3269319613
1235	0.3268987573
1236	0.3268720711
1237	0.3268467863
1238	0.3267915898
1239	0.326764304
1240	0.3267050913
1241	0.3266701839
1242	0.3266190477
1243	0.3265881977
1244	0.3265634399
1245	0.3264965072
1246	0.3264672069
1247	0.3264276315
1248	0.3263895548
1249	0.3263695803
1250	0.3263570248
1251	0.3263226997
1252	0.3262971736
1253	0.3262597153
1254	0.3262123444
1255	0.3261757925
1256	0.3261488981
1257	0.3261148016
1258	0.3260847835
1259	0.3260491423
1260	0.3260049818
1261	0.325986534
1262	0.3259507006
1263	0.3259254662
1264	0.3259054811
1265	0.3258738292
1266	0.3258155215
1267	0.3257716276
1268	0.3257495899
1269	0.3257047222
1270	0.3256549612
1271	0.3256258996
1272	0.3255849096
1273	0.3255656412
1274	0.3255464905
1275	0.3255232266
1276	0.3255082902
1277	0.325479967
1278	0.3254501647
1279	0.3254227497
1280	0.3253898208
1281	0.3253472651
1282	0.3253245847
1283	0.3252729973
1284	0.3252273349
1285	0.325197653
1286	0.3251705087
1287	0.3251264049
1288	0.3251098791
1289	0.3250805095
1290	0.3250478063
1291	0.3250037501
1292	0.3249736026
1293	0.324935711
1294	0.3248891966
1295	0.3248644584
1296	0.3248128417
1297	0.3247900354
1298	0.3247697017
1299	0.3247201808
1300	0.3246906798
1301	0.3246676162
1302	0.3246178722
1303	0.3245889659
1304	0.3245670067
1305	0.3245192505
1306	0.3244480787
1307	0.3244258148
1308	0.3243890574
1309	0.3243602412
1310	0.3243316894
1311	0.3243091365
1312	0.3242535565
1313	0.3242150853
1314	0.3241862694
1315	0.3241525895
1316	0.3241189947
1317	0.324080372
1318	0.3240424462
1319	0.3240005656
1320	0.3239863424
1321	0.3239481114
1322	0.3239246757
1323	0.3238626023
1324	0.3238337123
1325	0.3238038438
1326	0.3237690903
1327	0.3237496116
1328	0.3237276205
1329	0.3237009796
1330	0.3236717372
1331	0.3236392783
1332	0.3236152479
1333	0.323571754
1334	0.3235489853
1335	0.3235323506
1336	0.3235101647
1337	0.3234878173
1338	0.323470532
1339	0.3234517614
1340	0.3234340386
1341	0.323406613
1342	0.3233648088
1343	0.3233273589
1344	0.3233017885
1345	0.3232757488
1346	0.3232414474
1347	0.3232322029
1348	0.3232009354
1349	0.3231737833
1350	0.3231512727
1351	0.3231255157
1352	0.3230969069
1353	0.323072049
1354	0.3230443792
1355	0.3229860563
1356	0.3229597454
1357	0.3228952506
1358	0.3228896259
1359	0.3228594372
1360	0.3228163491
1361	0.3227798662
1362	0.3227344246
1363	0.3226940185
1364	0.32266283
1365	0.322635878
1366	0.3226164836
1367	0.3225986291
1368	0.3225591557
1369	0.3225200868
1370	0.3224982647
1371	0.3224688207
1372	0.3224178317
1373	0.3223936431
1374	0.3223195653
1375	0.3222831935
1376	0.3222560692
1377	0.3222217827
1378	0.3221859908
1379	0.3221516587
1380	0.3221162403
1381	0.3220968133
1382	0.3220688722
1383	0.3220430675
1384	0.3219953882
1385	0.3219610324
1386	0.3219270515
1387	0.3219030895
1388	0.3218877969
1389	0.3218623941
1390	0.3218283516
1391	0.3218017481
1392	0.321781587
1393	0.3217204322
1394	0.3216985676
1395	0.3216639563
1396	0.3216423093
1397	0.3216207702
1398	0.321600232
1399	0.3215817111
1400	0.3215473242
1401	0.3215219311
1402	0.3214925647
1403	0.3214134729
1404	0.3213791798
1405	0.3213564467
1406	0.3213012266
1407	0.3212740952
1408	0.3212506842
1409	0.3212221083
1410	0.3211893965
1411	0.3211645147
1412	0.3211439009
1413	0.3210751074
1414	0.3210480871
1415	0.3210196874
1416	0.3209965444
1417	0.3209664547
1418	0.3209452418
1419	0.3209213924
1420	0.32089442
1421	0.3208308258
1422	0.3207669335
1423	0.32073019
1424	0.320687412
1425	0.3206676769
1426	0.3206271509
1427	0.3206058073
1428	0.3205757991
1429	0.3205485537
1430	0.3205155551
1431	0.3204740759
1432	0.3204528807
1433	0.3204099314
1434	0.3203736933
1435	0.3203469233
1436	0.3203156847
1437	0.3202917511
1438	0.3202588809
1439	0.320233171
1440	0.3202059753
1441	0.320188217
1442	0.3201151112
1443	0.3200883343
1444	0.3200538427
1445	0.3200149766
1446	0.3199963849
1447	0.3199671777
1448	0.3199458629
1449	0.319909312
1450	0.3198710089
1451	0.3198444708
1452	0.3198254851
1453	0.3198041221
1454	0.3197547882
1455	0.3197236013
1456	0.3196983658
1457	0.3196813959
1458	0.3196571182
1459	0.3196422767
1460	0.3196222029
1461	0.31959115
1462	0.3195728296
1463	0.3195509395
1464	0.3195050185
1465	0.3194803905
1466	0.3194537844
1467	0.3194279228
1468	0.3194053522
1469	0.3193876879
1470	0.3193692321
1471	0.3193457984
1472	0.3193192634
1473	0.3192725328
1474	0.3192424544
1475	0.3192238748
1476	0.3191796279
1477	0.3191464076
1478	0.3191245908
1479	0.3191037393
1480	0.3190795225
1481	0.3190426353
1482	0.3190199789
1483	0.3189988165
1484	0.3189691844
1485	0.3189419009
1486	0.3188973895
1487	0.3188706546
1488	0.3188180026
1489	0.3188065442
1490	0.3187533098
1491	0.3187398057
1492	0.318699487
1493	0.3186583467
1494	0.3186270218
1495	0.3186002978
1496	0.318555876
1497	0.3185080943
1498	0.3184788154
1499	0.3184404404
1500	0.3184088778
1501	0.318378385
1502	0.3183494206
1503	0.3183275618
1504	0.3183152095
1505	0.3183012148
1506	0.3182740129
1507	0.3182509909
1508	0.3182158606
1509	0.3181777905
1510	0.3181519072
